WORK_ZONE_NAME;ZIPCODE;PAIS;ESTADO;LABEL
LA ALTAGRACIA,BAVARO, C.P.200101;200101;DO;active;DO200101
LA ALTAGRACIA,BAVARO, C.P.20403;20403;DO;active;DO20403
LA ALTAGRACIA,BAVARO, C.P.10101;10101;DO;active;DO10101
LA ALTAGRACIA,BAVARO, C.P.110101;110101;DO;active;DO110101
SANTO DOMINGO, LA CUABA, C.P. 320703;320703;DO;active;DO320703
SANTO DOMINGO, LA GUAYIGA, C.P. 320702;320702;DO;active;DO320702
SANTO DOMINGO, PEDRO BRAND, C.P. 320701;320701;DO;active;DO320701
SANTO DOMINGO, PANTOJA, C.P. 320603;320603;DO;active;DO320603
SANTO DOMINGO, LOS ALCARRIZOS, C.P. 320602;320602;DO;active;DO320602
SANTO DOMINGO, LOS ALCARRIZOS, C.P. 320601;320601;DO;active;DO320601
SANTO DOMINGO, HATO VIEJO, C.P. 320502;320502;DO;active;DO320502
SANTO DOMINGO, SAN ANTONIO DE GUERRA, C.P. 320501;320501;DO;active;DO320501
SANTO DOMINGO, LA CALETA, C.P. 320402;320402;DO;active;DO320402
SANTO DOMINGO, BOCA CHICA, C.P. 320401;320401;DO;active;DO320401
SANTO DOMINGO, LA VICTORIA, C.P. 320302;320302;DO;active;DO320302
SANTO DOMINGO, SANTO DOMINGO NORTE, C.P. 320301;320301;DO;active;DO320301
SANTO DOMINGO, SANTO DOMINGO OESTE, C.P. 320201;320201;DO;active;DO320201
SANTO DOMINGO, SAN LUIS, C.P. 320102;320102;DO;active;DO320102
SANTO DOMINGO, SANTO DOMINGO ESTE, C.P. 320101;320101;DO;active;DO320101
SAN JOSE DE OCOA, RANCHO ARRIBA, C.P. 310301;310301;DO;active;DO310301
SAN JOSE DE OCOA, SABANA LARGA, C.P. 310201;310201;DO;active;DO310201
SAN JOSE DE OCOA, EL PINAR, C.P. 310104;310104;DO;active;DO310104
SAN JOSE DE OCOA, NIZAO - LAS AUYAMAS, C.P. 310103;310103;DO;active;DO310103
SAN JOSE DE OCOA, LA CIENAGA, C.P. 310102;310102;DO;active;DO310102
SAN JOSE DE OCOA, SAN JOSE DE OCOA, C.P. 310101;310101;DO;active;DO310101
HATO MAYOR, EL VALLE, C.P. 300301;300301;DO;active;DO300301
HATO MAYOR, ELUPINA CORDERO DE LAS CAÑITAS, C.P. 300202;300202;DO;active;DO300202
HATO MAYOR, SABANA DE LA MAR, C.P. 300201;300201;DO;active;DO300201
HATO MAYOR, GUAYABO DULCE, C.P. 300104;300104;DO;active;DO300104
HATO MAYOR, MATA PALACIO, C.P. 300103;300103;DO;active;DO300103
HATO MAYOR, YERBA BUENA, C.P. 300102;300102;DO;active;DO300102
HATO MAYOR, HATO MAYOR, C.P. 300101;300101;DO;active;DO300101
MONTE PLATA, PERALVILLO, C.P. 290501;290501;DO;active;DO290501
MONTE PLATA, LOS BOTADOS, C.P. 290402;290402;DO;active;DO290402
MONTE PLATA, YAMASA, C.P. 290401;290401;DO;active;DO290401
MONTE PLATA, MAJAGUAL, C.P. 290303;290303;DO;active;DO290303
MONTE PLATA, GONZALO, C.P. 290302;290302;DO;active;DO290302
MONTE PLATA, SABANA GRANDE DE BOYA, C.P. 290301;290301;DO;active;DO290301
MONTE PLATA, BAYAGUANA, C.P. 290201;290201;DO;active;DO290201
MONTE PLATA, BOYA, C.P. 290104;290104;DO;active;DO290104
MONTE PLATA, CHIRINO, C.P. 290103;290103;DO;active;DO290103
MONTE PLATA, DON JUAN, C.P. 290102;290102;DO;active;DO290102
MONTE PLATA, MONTE PLATA, C.P. 290101;290101;DO;active;DO290101
MONSEÑOR NOUEL, JUAN ADRIAN, C.P. 280303;280303;DO;active;DO280303
MONSEÑOR NOUEL, VILLA DE SONADOR, C.P. 280302;280302;DO;active;DO280302
MONSEÑOR NOUEL, PIEDRA BLANCA, C.P. 280301;280301;DO;active;DO280301
MONSEÑOR NOUEL, MAIMON, C.P. 280201;280201;DO;active;DO280201
MONSEÑOR NOUEL, JUMA BEJUCAL, C.P. 280103;280103;DO;active;DO280103
MONSEÑOR NOUEL, SABANA DEL PUERTO (D.M), C.P. 280102;280102;DO;active;DO280102
MONSEÑOR NOUEL, BONAO, C.P. 280101;280101;DO;active;DO280101
VALVERDE, LAGUNA SALADA, C.P. 270304;270304;DO;active;DO270304
VALVERDE, LAGUNA SALADA, C.P. 270303;270303;DO;active;DO270303
VALVERDE, LAGUNA SALADA, C.P. 270302;270302;DO;active;DO270302
VALVERDE, LAGUNA SALADA, C.P. 270301;270301;DO;active;DO270301
VALVERDE, ESPERANZA, C.P. 270204;270204;DO;active;DO270204
VALVERDE, ESPERANZA, C.P. 270203;270203;DO;active;DO270203
VALVERDE, ESPERANZA, C.P. 270202;270202;DO;active;DO270202
VALVERDE, ESPERANZA, C.P. 270201;270201;DO;active;DO270201
VALVERDE, MAO, C.P. 270104;270104;DO;active;DO270104
VALVERDE, MAO, C.P. 270103;270103;DO;active;DO270103
VALVERDE, MAO, C.P. 270102;270102;DO;active;DO270102
VALVERDE, MAO, C.P. 270101;270101;DO;active;DO270101
SANTIAGO RODRIGUEZ, MONCION, C.P. 260301;260301;DO;active;DO260301
SANTIAGO RODRIGUEZ, VILLA LOS ALMACIGOS, C.P. 260201;260201;DO;active;DO260201
SANTIAGO RODRIGUEZ, SAN IGNACIO DE SABANETA, C.P. 260101;260101;DO;active;DO260101
SANTIAGO, EL LIMON, C.P. 250703;250703;DO;active;DO250703
SANTIAGO, PALMAR ARRIBA, C.P. 250702;250702;DO;active;DO250702
SANTIAGO, VILLA GONZALEZ, C.P. 250701;250701;DO;active;DO250701
SANTIAGO, TAMBORIL, C.P. 250601;250601;DO;active;DO250601
SANTIAGO, LAS PLACETAS, C.P. 250504;250504;DO;active;DO250504
SANTIAGO, LA CUESTA, C.P. 250503;250503;DO;active;DO250503
SANTIAGO, EL RUBIO, C.P. 250502;250502;DO;active;DO250502
SANTIAGO, SAN JOSE DE LAS MATAS, C.P. 250501;250501;DO;active;DO250501
SANTIAGO, LAS PALOMAS, C.P. 250402;250402;DO;active;DO250402
SANTIAGO, LICEY AL MEDIO, C.P. 250401;250401;DO;active;DO250401
SANTIAGO, EL CAIMITO, C.P. 250303;250303;DO;active;DO250303
SANTIAGO, JUNCALITO, C.P. 250302;250302;DO;active;DO250302
SANTIAGO, JANICO, C.P. 250301;250301;DO;active;DO250301
SANTIAGO, BISONO, C.P. 250201;250201;DO;active;DO250201
SANTIAGO, HATO DEL YAQUE, C.P. 250107;250107;DO;active;DO250107
SANTIAGO, SAN FRANCISCO DE JACAGUA, C.P. 250106;250106;DO;active;DO250106
SANTIAGO, LA CANELA, C.P. 250105;250105;DO;active;DO250105
SANTIAGO, BAITOA, C.P. 250104;250104;DO;active;DO250104
SANTIAGO, SABANA IGLESIA, C.P. 250103;250103;DO;active;DO250103
SANTIAGO, PEDRO GARCIA, C.P. 250102;250102;DO;active;DO250102
SANTIAGO, SANTIAGO DE LOS CABALLEROS, C.P. 250101;250101;DO;active;DO250101
SANCHEZ RAMIREZ, ANGELINA, C.P. 240403;240403;DO;active;DO240403
SANCHEZ RAMIREZ, LA BIJA, C.P. 240402;240402;DO;active;DO240402
SANCHEZ RAMIREZ, LA MATA, C.P. 240401;240401;DO;active;DO240401
SANCHEZ RAMIREZ, FANTINO, C.P. 240301;240301;DO;active;DO240301
SANCHEZ RAMIREZ, PLATANAL, C.P. 240203;240203;DO;active;DO240203
SANCHEZ RAMIREZ, LA CUEVA, C.P. 240202;240202;DO;active;DO240202
SANCHEZ RAMIREZ, CEVICOS, C.P. 240201;240201;DO;active;DO240201
SANCHEZ RAMIREZ, COTUI, C.P. 240102;240102;DO;active;DO240102
SANCHEZ RAMIREZ, COTUI, C.P. 240101;240101;DO;active;DO240101
SAN PEDRO DE MACORIS, QUISQUEYA, C.P. 230501;230501;DO;active;DO230501
SAN PEDRO DE MACORIS, CONSUELO, C.P. 230401;230401;DO;active;DO230401
SAN PEDRO DE MACORIS, RAMON SANTANA, C.P. 230301;230301;DO;active;DO230301
SAN PEDRO DE MACORIS, GAUTIER, C.P. 230203;230203;DO;active;DO230203
SAN PEDRO DE MACORIS, ZONA URBANA, C.P. 230202;230202;DO;active;DO230202
